target,source,flowunique,flow,hour
CLSZ06,CKSZ04,41,42,16
CLSZ06,CKSZ05,49,49,16
CLSZ06,CLSZ01,109,108,16
CLSZ06,CLSZ02,101,104,16
CLSZ06,CLSZ03,143,143,16
CLSZ06,CLSZ04,513,527,16
CLSZ06,CLSZ05,177,182,16
CLSZ06,CLSZ06,1065,1191,16
CLSZ06,CLSZ07,470,474,16
CLSZ06,CLSZ08,528,525,16
CLSZ06,CLSZ09,166,170,16
CLSZ06,DTSZ01,95,99,16
CLSZ06,DTSZ02,169,167,16
CLSZ06,DTSZ03,50,51,16
CLSZ06,DTSZ12,47,47,16
CLSZ06,GLSZ04,209,205,16
CLSZ06,GLSZ05,100,100,16
CLSZ06,JESZ01,76,77,16
CLSZ06,JESZ02,81,80,16
CLSZ06,JESZ03,147,147,16
CLSZ06,JESZ04,68,66,16
CLSZ06,JESZ05,436,440,16
CLSZ06,JESZ06,68,69,16
CLSZ06,JESZ07,42,43,16
CLSZ06,JESZ08,171,170,16
CLSZ06,JESZ10,109,109,16
CLSZ06,JWSZ02,90,89,16
CLSZ06,JWSZ03,115,116,16
CLSZ06,JWSZ04,108,107,16
CLSZ06,JWSZ08,126,124,16
CLSZ06,JWSZ09,207,208,16
CLSZ06,MUSZ01,51,51,16
CLSZ06,NVSZ01,46,46,16
CLSZ06,ORSZ02,333,328,16
CLSZ06,ORSZ03,89,88,16
CLSZ06,OTSZ01,53,54,16
CLSZ06,OTSZ02,69,68,16
CLSZ06,OTSZ03,108,107,16
CLSZ06,QTSZ01,115,115,16
CLSZ06,QTSZ02,85,84,16
CLSZ06,QTSZ04,104,103,16
CLSZ06,QTSZ05,46,46,16
CLSZ06,QTSZ06,119,116,16
CLSZ06,QTSZ08,176,171,16
CLSZ06,QTSZ09,207,209,16
CLSZ06,QTSZ10,279,281,16
CLSZ06,QTSZ11,402,405,16
CLSZ06,QTSZ14,51,51,16
CLSZ06,QTSZ15,176,181,16
CLSZ06,RCSZ01,51,54,16
CLSZ06,RCSZ10,111,115,16
CLSZ06,SISZ01,63,62,16
CLSZ06,TNSZ04,41,43,16
CLSZ06,WCSZ01,42,42,16
CLSZ06,WDSZ09,41,43,16
CLSZ06,BKSZ09,54,54,20
CLSZ06,BMSZ01,126,128,20
CLSZ06,BMSZ07,72,72,20
CLSZ06,BTSZ01,96,95,20
CLSZ06,CHSZ03,51,51,20
CLSZ06,CLSZ01,43,46,20
CLSZ06,CLSZ03,63,63,20
CLSZ06,CLSZ04,275,277,20
CLSZ06,CLSZ05,84,89,20
CLSZ06,CLSZ06,787,886,20
CLSZ06,CLSZ07,288,296,20
CLSZ06,CLSZ08,203,208,20
CLSZ06,CLSZ09,97,100,20
CLSZ06,DTSZ01,50,50,20
CLSZ06,DTSZ02,72,73,20
CLSZ06,DTSZ03,45,47,20
CLSZ06,GLSZ04,59,61,20
CLSZ06,JESZ03,95,97,20
CLSZ06,JESZ05,252,255,20
CLSZ06,JESZ06,42,46,20
CLSZ06,JESZ08,72,72,20
CLSZ06,JWSZ03,68,66,20
CLSZ06,JWSZ04,40,41,20
CLSZ06,JWSZ08,41,41,20
CLSZ06,JWSZ09,73,73,20
CLSZ06,ORSZ02,117,123,20
CLSZ06,ORSZ03,45,45,20
CLSZ06,OTSZ03,54,54,20
CLSZ06,QTSZ08,66,69,20
CLSZ06,QTSZ09,82,82,20
CLSZ06,QTSZ10,93,95,20
CLSZ06,QTSZ11,178,182,20
CLSZ06,QTSZ15,57,59,20
CLSZ06,RCSZ01,50,50,20
CLSZ06,RCSZ02,49,49,20
CLSZ06,SISZ01,46,46,20
CLSZ04,BKSZ02,58,58,8
CLSZ04,BKSZ05,50,50,8
CLSZ04,BKSZ07,55,58,8
CLSZ04,BKSZ08,43,45,8
CLSZ04,BKSZ09,178,178,8
CLSZ04,BMSZ07,55,57,8
CLSZ04,BPSZ05,46,46,8
CLSZ04,BTSZ01,348,352,8
CLSZ04,BTSZ03,45,46,8
CLSZ04,BTSZ04,200,205,8
CLSZ04,BTSZ06,42,42,8
CLSZ04,CLSZ01,105,107,8
CLSZ04,CLSZ02,332,332,8
CLSZ04,CLSZ03,123,122,8
CLSZ04,CLSZ04,1322,1500,8
CLSZ04,CLSZ05,54,54,8
CLSZ04,CLSZ06,416,417,8
CLSZ04,CLSZ07,266,269,8
CLSZ04,CLSZ08,389,394,8
CLSZ04,GLSZ04,65,66,8
CLSZ04,JESZ01,55,57,8
CLSZ04,JESZ02,77,77,8
CLSZ04,JESZ03,73,72,8
CLSZ04,JESZ05,81,80,8
CLSZ04,JESZ08,81,84,8
CLSZ04,JWSZ03,112,109,8
CLSZ04,JWSZ04,73,72,8
CLSZ04,JWSZ08,88,86,8
CLSZ04,JWSZ09,120,123,8
CLSZ04,QTSZ01,247,251,8
CLSZ04,QTSZ02,74,73,8
CLSZ04,QTSZ04,101,100,8
CLSZ04,QTSZ06,66,66,8
CLSZ04,QTSZ08,81,80,8
CLSZ04,QTSZ09,274,277,8
CLSZ04,QTSZ10,128,127,8
CLSZ04,QTSZ11,231,235,8
CLSZ04,TNSZ04,47,47,8
CLSZ04,WDSZ03,43,43,8
CLSZ04,BDSZ04,45,46,12
CLSZ04,BKSZ02,76,74,12
CLSZ04,BKSZ05,55,55,12
CLSZ04,BKSZ06,59,59,12
CLSZ04,BKSZ07,120,117,12
CLSZ04,BKSZ08,72,72,12
CLSZ04,BKSZ09,194,200,12
CLSZ04,BMSZ01,105,104,12
CLSZ04,BMSZ07,131,132,12
CLSZ04,BMSZ10,68,68,12
CLSZ04,BPSZ02,57,57,12
CLSZ04,BPSZ03,41,41,12
CLSZ04,BPSZ05,45,46,12
CLSZ04,BSSZ01,47,47,12
CLSZ04,BTSZ01,452,456,12
CLSZ04,BTSZ02,59,59,12
CLSZ04,BTSZ03,49,50,12
CLSZ04,BTSZ04,203,203,12
CLSZ04,BTSZ06,58,59,12
CLSZ04,BTSZ07,66,65,12
CLSZ04,CKSZ03,41,41,12
CLSZ04,CLSZ01,113,112,12
CLSZ04,CLSZ02,306,305,12
CLSZ04,CLSZ03,108,109,12
CLSZ04,CLSZ04,1469,1623,12
CLSZ04,CLSZ06,537,544,12
CLSZ04,CLSZ07,331,335,12
CLSZ04,CLSZ08,454,450,12
CLSZ04,CLSZ09,43,45,12
CLSZ04,DTSZ01,66,65,12
CLSZ04,DTSZ02,109,112,12
CLSZ04,DTSZ03,47,47,12
CLSZ04,GLSZ04,96,96,12
CLSZ04,GLSZ05,50,51,12
CLSZ04,JESZ01,66,66,12
CLSZ04,JESZ02,59,61,12
CLSZ04,JESZ03,140,143,12
CLSZ04,JESZ04,40,41,12
CLSZ04,JESZ05,350,355,12
CLSZ04,JESZ06,59,59,12
CLSZ04,JESZ08,93,95,12
CLSZ04,JWSZ02,55,57,12
CLSZ04,JWSZ03,155,155,12
CLSZ04,JWSZ04,73,73,12
CLSZ04,JWSZ08,95,101,12
CLSZ04,JWSZ09,176,181,12
CLSZ04,NVSZ01,53,53,12
CLSZ04,NVSZ02,49,49,12
CLSZ04,ORSZ02,149,149,12
CLSZ04,ORSZ03,72,70,12
CLSZ04,OTSZ01,49,49,12
CLSZ04,OTSZ02,45,45,12
CLSZ04,OTSZ03,105,108,12
CLSZ04,QTSZ01,213,217,12
CLSZ04,QTSZ02,134,138,12
CLSZ04,QTSZ04,115,113,12
CLSZ04,QTSZ05,45,45,12
CLSZ04,QTSZ06,95,95,12
CLSZ04,QTSZ08,193,192,12
CLSZ04,QTSZ09,300,292,12
CLSZ04,QTSZ10,207,207,12
CLSZ04,QTSZ11,281,285,12
CLSZ04,QTSZ14,41,42,12
CLSZ04,QTSZ15,49,49,12
CLSZ04,RCSZ01,40,41,12
CLSZ04,RCSZ10,63,63,12
CLSZ04,TNSZ04,46,47,12
CLSZ04,TPSZ02,46,46,12
CLSZ04,BKSZ02,59,59,16
CLSZ04,BKSZ05,69,68,16
CLSZ04,BKSZ06,66,65,16
CLSZ04,BKSZ07,78,78,16
CLSZ04,BKSZ09,220,234,16
CLSZ04,BMSZ01,189,186,16
CLSZ04,BMSZ07,132,131,16
CLSZ04,BMSZ10,54,54,16
CLSZ04,BPSZ05,51,51,16
CLSZ04,BTSZ01,436,441,16
CLSZ04,BTSZ02,46,46,16
CLSZ04,BTSZ03,45,45,16
CLSZ04,BTSZ04,228,232,16
CLSZ04,BTSZ06,49,49,16
CLSZ04,BTSZ07,41,42,16
CLSZ04,CHSZ03,55,57,16
CLSZ04,CKSZ03,45,45,16
CLSZ04,CKSZ05,45,49,16
CLSZ04,CLSZ01,89,88,16
CLSZ04,CLSZ02,274,284,16
CLSZ04,CLSZ03,100,104,16
CLSZ04,CLSZ04,1443,1625,16
CLSZ04,CLSZ05,47,49,16
CLSZ04,CLSZ06,589,589,16
CLSZ04,CLSZ07,308,319,16
CLSZ04,CLSZ08,282,285,16
CLSZ04,CLSZ09,49,49,16
CLSZ04,DTSZ01,99,97,16
CLSZ04,DTSZ02,198,204,16
CLSZ04,DTSZ03,76,74,16
CLSZ04,DTSZ12,53,54,16
CLSZ04,GLSZ04,169,166,16
CLSZ04,GLSZ05,89,89,16
CLSZ04,JESZ01,69,68,16
CLSZ04,JESZ02,59,59,16
CLSZ04,JESZ03,190,189,16
CLSZ04,JESZ04,72,74,16
CLSZ04,JESZ05,529,531,16
CLSZ04,JESZ06,40,41,16
CLSZ04,JESZ08,78,78,16
CLSZ04,JWSZ02,85,85,16
CLSZ04,JWSZ03,86,86,16
CLSZ04,JWSZ04,81,80,16
CLSZ04,JWSZ08,72,73,16
CLSZ04,JWSZ09,216,216,16
CLSZ04,KLSZ06,57,58,16
CLSZ04,MUSZ01,47,47,16
CLSZ04,NVSZ01,45,46,16
CLSZ04,NVSZ02,62,62,16
CLSZ04,ORSZ02,397,401,16
CLSZ04,ORSZ03,112,112,16
CLSZ04,OTSZ01,45,46,16
CLSZ04,OTSZ02,73,72,16
CLSZ04,OTSZ03,124,122,16
CLSZ04,QTSZ01,189,192,16
CLSZ04,QTSZ02,88,88,16
CLSZ04,QTSZ04,103,104,16
CLSZ04,QTSZ06,72,73,16
CLSZ04,QTSZ08,167,163,16
CLSZ04,QTSZ09,275,281,16
CLSZ04,QTSZ10,182,182,16
CLSZ04,QTSZ11,282,296,16
CLSZ04,QTSZ14,43,43,16
CLSZ04,QTSZ15,55,58,16
CLSZ04,RCSZ01,57,57,16
CLSZ04,RCSZ02,47,49,16
CLSZ04,RCSZ10,112,111,16
CLSZ04,SISZ01,50,51,16
CLSZ04,SRSZ02,41,42,16
CLSZ04,TNSZ04,58,58,16
CLSZ04,TSSZ02,47,47,16
CLSZ04,WDSZ09,54,54,16
CLSZ04,BKSZ02,46,46,20
CLSZ04,BKSZ07,57,57,20
CLSZ04,BKSZ09,151,158,20
CLSZ04,BMSZ01,95,99,20
CLSZ04,BMSZ07,95,93,20
CLSZ04,BTSZ01,301,300,20
CLSZ04,BTSZ04,142,146,20
CLSZ04,CHSZ03,80,80,20
CLSZ04,CLSZ01,58,58,20
CLSZ04,CLSZ02,188,188,20
CLSZ04,CLSZ03,47,49,20
CLSZ04,CLSZ04,1143,1284,20
CLSZ04,CLSZ06,343,340,20
CLSZ04,CLSZ07,165,162,20
CLSZ04,CLSZ08,189,189,20
CLSZ04,DTSZ01,72,72,20
CLSZ04,DTSZ02,136,142,20
CLSZ04,DTSZ03,73,74,20
CLSZ04,DTSZ12,50,50,20
CLSZ04,GLSZ04,82,82,20
CLSZ04,GLSZ05,41,41,20
CLSZ04,JESZ03,142,139,20
CLSZ04,JESZ05,323,321,20
CLSZ04,JESZ08,41,41,20
CLSZ04,JWSZ03,59,59,20
CLSZ04,JWSZ09,100,99,20
CLSZ04,ORSZ02,235,235,20
CLSZ04,ORSZ03,51,53,20
CLSZ04,OTSZ01,45,45,20
CLSZ04,OTSZ02,49,50,20
CLSZ04,OTSZ03,86,86,20
CLSZ04,QTSZ01,134,134,20
CLSZ04,QTSZ02,58,58,20
CLSZ04,QTSZ04,43,43,20
CLSZ04,QTSZ06,55,55,20
CLSZ04,QTSZ08,108,105,20
CLSZ04,QTSZ09,153,155,20
CLSZ04,QTSZ10,108,109,20
CLSZ04,QTSZ11,155,153,20
CLSZ04,RCSZ01,42,42,20
CLSZ04,RCSZ02,41,41,20
CLSZ04,RCSZ10,45,45,20
CLSZ08,BKSZ02,46,47,8
CLSZ08,BKSZ05,40,41,8
CLSZ08,BKSZ07,63,62,8
CLSZ08,BKSZ09,51,51,8
CLSZ08,BPSZ05,59,63,8
CLSZ08,BTSZ01,115,115,8
CLSZ08,CKSZ05,49,50,8
CLSZ08,CLSZ02,41,41,8
CLSZ08,CLSZ03,47,47,8
CLSZ08,CLSZ04,437,446,8
CLSZ08,CLSZ05,135,135,8
CLSZ08,CLSZ06,425,419,8
CLSZ08,CLSZ07,425,424,8
CLSZ08,CLSZ08,1085,1231,8
CLSZ08,CLSZ09,135,138,8
CLSZ08,JESZ01,45,45,8
CLSZ08,JESZ02,58,58,8
CLSZ08,JESZ03,41,41,8
CLSZ08,JESZ05,41,41,8
CLSZ08,JESZ06,50,51,8
CLSZ08,JESZ07,76,74,8
CLSZ08,JESZ08,300,312,8
CLSZ08,JESZ10,167,169,8
CLSZ08,JWSZ02,50,51,8
CLSZ08,JWSZ03,135,138,8
CLSZ08,JWSZ04,88,90,8
CLSZ08,JWSZ06,45,45,8
CLSZ08,JWSZ08,65,63,8
CLSZ08,JWSZ09,76,77,8
CLSZ08,QTSZ01,59,59,8
CLSZ08,QTSZ09,77,80,8
CLSZ08,QTSZ10,103,107,8
CLSZ08,QTSZ11,468,475,8
CLSZ08,QTSZ13,105,107,8
CLSZ08,QTSZ14,103,107,8
CLSZ08,QTSZ15,668,694,8
CLSZ08,WISZ01,41,41,8
CLSZ08,BKSZ02,42,42,12
CLSZ08,BKSZ07,50,51,12
CLSZ08,BKSZ09,41,41,12
CLSZ08,BMSZ01,112,111,12
CLSZ08,BMSZ07,57,58,12
CLSZ08,BPSZ05,58,62,12
CLSZ08,BTSZ01,68,68,12
CLSZ08,CLSZ04,375,378,12
CLSZ08,CLSZ05,50,50,12
CLSZ08,CLSZ06,506,504,12
CLSZ08,CLSZ07,416,420,12
CLSZ08,CLSZ08,1081,1287,12
CLSZ08,CLSZ09,149,147,12
CLSZ08,JESZ01,49,50,12
CLSZ08,JESZ03,45,45,12
CLSZ08,JESZ05,105,109,12
CLSZ08,JESZ08,171,177,12
CLSZ08,JESZ10,182,188,12
CLSZ08,JWSZ02,68,68,12
CLSZ08,JWSZ03,77,77,12
CLSZ08,JWSZ04,78,77,12
CLSZ08,JWSZ08,68,66,12
CLSZ08,JWSZ09,104,103,12
CLSZ08,ORSZ02,58,58,12
CLSZ08,OTSZ03,54,55,12
CLSZ08,QTSZ01,43,45,12
CLSZ08,QTSZ08,51,51,12
CLSZ08,QTSZ09,77,78,12
CLSZ08,QTSZ10,97,100,12
CLSZ08,QTSZ11,385,377,12
CLSZ08,QTSZ13,84,84,12
CLSZ08,QTSZ14,59,59,12
CLSZ08,QTSZ15,599,621,12
CLSZ08,BKSZ07,50,50,16
CLSZ08,BMSZ01,197,200,16
CLSZ08,BMSZ02,42,42,16
CLSZ08,BMSZ07,65,65,16
CLSZ08,BPSZ05,53,55,16
CLSZ08,BTSZ01,72,70,16
CLSZ08,CLSZ04,374,378,16
CLSZ08,CLSZ05,53,53,16
CLSZ08,CLSZ06,489,489,16
CLSZ08,CLSZ07,373,370,16
CLSZ08,CLSZ08,940,1068,16
CLSZ08,CLSZ09,95,93,16
CLSZ08,DTSZ01,49,49,16
CLSZ08,DTSZ02,72,73,16
CLSZ08,GLSZ04,54,55,16
CLSZ08,JESZ03,69,70,16
CLSZ08,JESZ05,173,171,16
CLSZ08,JESZ08,135,136,16
CLSZ08,JESZ10,115,117,16
CLSZ08,JWSZ04,50,50,16
CLSZ08,JWSZ08,49,49,16
CLSZ08,JWSZ09,100,99,16
CLSZ08,ORSZ02,124,126,16
CLSZ08,ORSZ03,45,45,16
CLSZ08,OTSZ03,53,53,16
CLSZ08,QTSZ08,68,66,16
CLSZ08,QTSZ09,77,78,16
CLSZ08,QTSZ10,103,103,16
CLSZ08,QTSZ11,377,390,16
CLSZ08,QTSZ13,78,77,16
CLSZ08,QTSZ14,69,68,16
CLSZ08,QTSZ15,436,450,16
CLSZ08,SISZ01,55,57,16
CLSZ08,WISZ01,43,45,16
CLSZ08,BMSZ01,176,181,20
CLSZ08,CLSZ04,246,247,20
CLSZ08,CLSZ06,338,331,20
CLSZ08,CLSZ07,290,293,20
CLSZ08,CLSZ08,722,790,20
CLSZ08,CLSZ09,55,55,20
CLSZ08,DTSZ03,41,41,20
CLSZ08,JESZ05,146,146,20
CLSZ08,JESZ08,55,55,20
CLSZ08,JESZ10,80,81,20
CLSZ08,ORSZ02,57,57,20
CLSZ08,OTSZ03,65,63,20
CLSZ08,QTSZ09,41,42,20
CLSZ08,QTSZ10,89,90,20
CLSZ08,QTSZ11,234,239,20
CLSZ08,QTSZ14,42,42,20
CLSZ08,QTSZ15,252,263,20
CLSZ07,BKSZ05,46,46,8
CLSZ07,BTSZ01,68,68,8
CLSZ07,BTSZ04,57,58,8
CLSZ07,CLSZ02,46,46,8
CLSZ07,CLSZ03,43,43,8
CLSZ07,CLSZ04,281,284,8
CLSZ07,CLSZ05,70,70,8
CLSZ07,CLSZ06,406,405,8
CLSZ07,CLSZ07,699,799,8
CLSZ07,CLSZ08,455,471,8
CLSZ07,CLSZ09,43,45,8
CLSZ07,JESZ08,78,77,8
CLSZ07,JWSZ03,42,42,8
CLSZ07,JWSZ04,40,41,8
CLSZ07,JWSZ09,54,54,8
CLSZ07,QTSZ01,51,53,8
CLSZ07,QTSZ09,207,208,8
CLSZ07,QTSZ10,132,135,8
CLSZ07,QTSZ11,441,448,8
CLSZ07,QTSZ14,70,70,8
CLSZ07,QTSZ15,146,150,8
CLSZ07,BKSZ07,42,42,12
CLSZ07,BMSZ01,80,78,12
CLSZ07,BMSZ07,54,54,12
CLSZ07,BTSZ01,62,63,12
CLSZ07,CLSZ04,301,304,12
CLSZ07,CLSZ05,50,50,12
CLSZ07,CLSZ06,548,541,12
CLSZ07,CLSZ07,725,809,12
CLSZ07,CLSZ08,451,446,12
CLSZ07,CLSZ09,62,61,12
CLSZ07,JESZ03,42,42,12
CLSZ07,JESZ05,117,116,12
CLSZ07,JESZ08,76,76,12
CLSZ07,JWSZ04,46,46,12
CLSZ07,JWSZ09,47,47,12
CLSZ07,QTSZ08,58,58,12
CLSZ07,QTSZ09,174,176,12
CLSZ07,QTSZ10,167,170,12
CLSZ07,QTSZ11,413,423,12
CLSZ07,QTSZ13,57,57,12
CLSZ07,QTSZ14,66,66,12
CLSZ07,QTSZ15,126,126,12
CLSZ07,BKSZ07,41,41,16
CLSZ07,BMSZ01,99,99,16
CLSZ07,BMSZ07,78,77,16
CLSZ07,BTSZ01,90,90,16
CLSZ07,CLSZ03,45,45,16
CLSZ07,CLSZ04,329,338,16
CLSZ07,CLSZ05,49,49,16
CLSZ07,CLSZ06,522,525,16
CLSZ07,CLSZ07,675,764,16
CLSZ07,CLSZ08,428,427,16
CLSZ07,CLSZ09,40,41,16
CLSZ07,DTSZ02,45,45,16
CLSZ07,GLSZ04,46,46,16
CLSZ07,JESZ03,68,66,16
CLSZ07,JESZ05,109,111,16
CLSZ07,JESZ08,68,68,16
CLSZ07,JWSZ03,49,49,16
CLSZ07,JWSZ08,66,66,16
CLSZ07,JWSZ09,74,73,16
CLSZ07,ORSZ02,115,115,16
CLSZ07,ORSZ03,41,41,16
CLSZ07,OTSZ03,50,50,16
CLSZ07,QTSZ08,63,62,16
CLSZ07,QTSZ09,155,157,16
CLSZ07,QTSZ10,134,132,16
CLSZ07,QTSZ11,436,444,16
CLSZ07,QTSZ13,42,42,16
CLSZ07,QTSZ14,42,42,16
CLSZ07,QTSZ15,131,131,16
CLSZ07,BMSZ01,90,89,20
CLSZ07,BMSZ07,41,41,20
CLSZ07,CLSZ04,200,201,20
CLSZ07,CLSZ06,309,319,20
CLSZ07,CLSZ07,527,590,20
CLSZ07,CLSZ08,282,282,20
CLSZ07,DTSZ02,45,45,20
CLSZ07,JESZ05,76,74,20
CLSZ07,ORSZ02,41,42,20
CLSZ07,QTSZ09,150,150,20
CLSZ07,QTSZ10,134,131,20
CLSZ07,QTSZ11,304,305,20
CLSZ07,QTSZ15,69,70,20
DTSZ06,BMSZ01,63,62,8
DTSZ06,DTSZ02,88,88,8
DTSZ06,DTSZ03,162,167,8
DTSZ06,DTSZ06,105,119,8
DTSZ06,DTSZ12,115,116,8
DTSZ06,GLSZ04,78,78,8
DTSZ06,MSSZ01,57,59,8
DTSZ06,RCSZ10,43,45,8
DTSZ06,CHSZ03,46,46,12
DTSZ06,DTSZ01,46,46,12
DTSZ06,DTSZ02,119,122,12
DTSZ06,DTSZ03,159,161,12
DTSZ06,DTSZ06,93,96,12
DTSZ06,DTSZ11,51,55,12
DTSZ06,DTSZ12,213,209,12
DTSZ06,GLSZ04,63,62,12
DTSZ06,GLSZ05,51,51,12
DTSZ06,MSSZ01,59,59,12
DTSZ06,ORSZ02,117,115,12
DTSZ06,OTSZ03,73,74,12
DTSZ06,OTSZ04,40,41,12
DTSZ06,SRSZ03,51,51,12
DTSZ06,BMSZ01,55,55,16
DTSZ06,CHSZ03,53,53,16
DTSZ06,DTSZ01,50,50,16
DTSZ06,DTSZ02,116,113,16
DTSZ06,DTSZ03,207,205,16
DTSZ06,DTSZ06,124,146,16
DTSZ06,DTSZ11,81,81,16
DTSZ06,DTSZ12,289,279,16
DTSZ06,GLSZ04,51,51,16
DTSZ06,KLSZ05,50,50,16
DTSZ06,MSSZ01,104,104,16
DTSZ06,ORSZ02,119,119,16
DTSZ06,ORSZ03,54,55,16
DTSZ06,OTSZ03,88,86,16
DTSZ06,RCSZ10,54,55,16
DTSZ06,SISZ01,45,45,16
DTSZ06,SRSZ02,72,72,16
DTSZ06,SRSZ03,51,53,16
DTSZ06,DTSZ01,45,45,20
DTSZ06,DTSZ02,120,120,20
DTSZ06,DTSZ03,212,208,20
DTSZ06,DTSZ06,112,122,20
DTSZ06,DTSZ11,90,89,20
DTSZ06,DTSZ12,211,215,20
DTSZ06,MSSZ01,99,99,20
DTSZ06,ORSZ02,41,42,20
DTSZ06,OTSZ03,42,42,20
DTSZ06,SRSZ02,54,54,20
QTSZ03,BTSZ07,43,43,8
QTSZ03,QTSZ01,41,42,8
QTSZ03,QTSZ02,59,61,8
QTSZ03,QTSZ03,186,207,8
QTSZ03,QTSZ04,112,112,8
QTSZ03,QTSZ05,49,50,8
QTSZ03,QTSZ06,115,113,8
QTSZ03,QTSZ08,42,42,8
QTSZ03,TNSZ03,62,62,8
QTSZ03,BMSZ07,53,53,12
QTSZ03,BTSZ07,47,47,12
QTSZ03,ORSZ02,80,78,12
QTSZ03,QTSZ02,84,84,12
QTSZ03,QTSZ03,203,221,12
QTSZ03,QTSZ04,132,134,12
QTSZ03,QTSZ05,72,70,12
QTSZ03,QTSZ06,108,111,12
QTSZ03,TNSZ03,78,80,12
QTSZ03,BMSZ01,47,47,16
QTSZ03,BMSZ07,66,65,16
QTSZ03,CLSZ04,47,49,16
QTSZ03,JESZ05,47,47,16
QTSZ03,ORSZ02,84,82,16
QTSZ03,QTSZ02,53,53,16
QTSZ03,QTSZ03,207,224,16
QTSZ03,QTSZ04,128,130,16
QTSZ03,QTSZ05,63,63,16
QTSZ03,QTSZ06,115,117,16
QTSZ03,QTSZ08,43,43,16
QTSZ03,TNSZ03,62,63,16
QTSZ03,ORSZ02,65,63,20
QTSZ03,QTSZ02,59,59,20
QTSZ03,QTSZ03,161,188,20
QTSZ03,QTSZ04,82,81,20
QTSZ03,QTSZ05,41,42,20
QTSZ03,QTSZ06,78,81,20
QTSZ03,TNSZ03,53,53,20
SESZ05,HGSZ01,50,51,8
SESZ05,HGSZ02,81,81,8
SESZ05,HGSZ03,151,155,8
SESZ05,HGSZ04,232,234,8
SESZ05,HGSZ05,274,281,8
SESZ05,HGSZ07,174,173,8
SESZ05,PGSZ03,66,69,8
SESZ05,PGSZ04,47,47,8
SESZ05,PGSZ05,46,46,8
SESZ05,SESZ02,158,159,8
SESZ05,SESZ03,365,363,8
SESZ05,SESZ04,397,393,8
SESZ05,SESZ05,653,716,8
SESZ05,SESZ06,269,270,8
SESZ05,SGSZ06,73,77,8
SESZ05,TMSZ02,58,59,8
SESZ05,TMSZ03,42,43,8
SESZ05,AMSZ03,43,43,12
SESZ05,BDSZ04,42,42,12
SESZ05,BSSZ03,50,51,12
SESZ05,CHSZ03,49,49,12
SESZ05,GLSZ04,73,73,12
SESZ05,GLSZ05,59,61,12
SESZ05,HGSZ01,171,174,12
SESZ05,HGSZ02,92,96,12
SESZ05,HGSZ03,149,151,12
SESZ05,HGSZ04,258,252,12
SESZ05,HGSZ05,366,363,12
SESZ05,HGSZ07,230,228,12
SESZ05,NVSZ01,42,42,12
SESZ05,ORSZ02,72,70,12
SESZ05,OTSZ03,49,49,12
SESZ05,PGSZ02,77,78,12
SESZ05,PGSZ03,119,120,12
SESZ05,PGSZ04,81,80,12
SESZ05,RCSZ02,49,49,12
SESZ05,SESZ02,178,178,12
SESZ05,SESZ03,501,494,12
SESZ05,SESZ04,333,336,12
SESZ05,SESZ05,714,787,12
SESZ05,SESZ06,293,289,12
SESZ05,SGSZ03,46,46,12
SESZ05,SGSZ04,62,61,12
SESZ05,SGSZ06,155,154,12
SESZ05,TMSZ02,85,88,12
SESZ05,TMSZ03,59,59,12
SESZ05,BDSZ04,66,68,16
SESZ05,BMSZ01,82,82,16
SESZ05,BSSZ03,47,49,16
SESZ05,CHSZ03,73,73,16
SESZ05,DTSZ02,80,82,16
SESZ05,DTSZ03,58,58,16
SESZ05,GLSZ04,81,80,16
SESZ05,GLSZ05,92,90,16
SESZ05,HGSZ01,153,155,16
SESZ05,HGSZ02,65,65,16
SESZ05,HGSZ03,130,131,16
SESZ05,HGSZ04,201,197,16
SESZ05,HGSZ05,294,290,16
SESZ05,HGSZ07,154,153,16
SESZ05,KLSZ01,49,49,16
SESZ05,KLSZ06,46,49,16
SESZ05,KLSZ09,43,43,16
SESZ05,MUSZ01,46,47,16
SESZ05,ORSZ02,177,174,16
SESZ05,ORSZ03,73,72,16
SESZ05,OTSZ01,45,45,16
SESZ05,OTSZ03,70,69,16
SESZ05,PGSZ02,97,97,16
SESZ05,PGSZ03,189,189,16
SESZ05,PGSZ04,73,72,16
SESZ05,PGSZ05,57,57,16
SESZ05,RCSZ01,62,61,16
SESZ05,RCSZ02,46,46,16
SESZ05,RCSZ10,45,45,16
SESZ05,SESZ02,190,189,16
SESZ05,SESZ03,510,514,16
SESZ05,SESZ04,302,304,16
SESZ05,SESZ05,629,687,16
SESZ05,SESZ06,301,305,16
SESZ05,SGSZ06,263,259,16
SESZ05,TMSZ01,55,57,16
SESZ05,TMSZ02,103,103,16
SESZ05,TMSZ03,43,43,16
SESZ05,BDSZ04,53,53,20
SESZ05,BMSZ01,92,90,20
SESZ05,CHSZ03,47,49,20
SESZ05,DTSZ01,43,43,20
SESZ05,DTSZ03,70,69,20
SESZ05,GLSZ04,46,47,20
SESZ05,GLSZ05,41,41,20
SESZ05,HGSZ01,117,116,20
SESZ05,HGSZ02,53,55,20
SESZ05,HGSZ03,119,126,20
SESZ05,HGSZ04,150,147,20
SESZ05,HGSZ05,200,201,20
SESZ05,HGSZ07,113,113,20
SESZ05,KLSZ06,65,63,20
SESZ05,KLSZ07,41,41,20
SESZ05,ORSZ02,128,127,20
SESZ05,ORSZ03,74,74,20
SESZ05,OTSZ01,42,42,20
