target,source,flowunique,flow,hour
SBSZ05,SBSZ01,43,43,8
SBSZ05,SBSZ03,69,69,8
SBSZ05,SBSZ04,93,93,8
SBSZ05,SBSZ05,267,294,8
SBSZ05,SBSZ06,85,85,8
SBSZ05,SBSZ07,58,58,8
SBSZ05,WDSZ03,57,57,8
SBSZ05,YSSZ02,150,159,8
SBSZ05,YSSZ09,176,181,8
SBSZ05,SBSZ01,51,54,12
SBSZ05,SBSZ02,65,66,12
SBSZ05,SBSZ03,100,103,12
SBSZ05,SBSZ04,78,81,12
SBSZ05,SBSZ05,304,344,12
SBSZ05,SBSZ06,84,82,12
SBSZ05,SBSZ07,43,45,12
SBSZ05,WDSZ01,54,54,12
SBSZ05,WDSZ03,59,59,12
SBSZ05,YSSZ01,72,72,12
SBSZ05,YSSZ02,193,190,12
SBSZ05,YSSZ04,54,55,12
SBSZ05,YSSZ09,259,259,12
SBSZ05,SBSZ01,51,53,16
SBSZ05,SBSZ02,41,42,16
SBSZ05,SBSZ03,90,89,16
SBSZ05,SBSZ04,78,77,16
SBSZ05,SBSZ05,246,262,16
SBSZ05,SBSZ06,49,50,16
SBSZ05,WDSZ01,73,72,16
SBSZ05,WDSZ03,62,61,16
SBSZ05,YSSZ01,93,92,16
SBSZ05,YSSZ02,193,204,16
SBSZ05,YSSZ04,45,46,16
SBSZ05,YSSZ09,215,211,16
SBSZ05,ORSZ02,49,49,20
SBSZ05,SBSZ01,45,45,20
SBSZ05,SBSZ02,58,59,20
SBSZ05,SBSZ03,77,77,20
SBSZ05,SBSZ04,41,41,20
SBSZ05,SBSZ05,201,215,20
SBSZ05,WDSZ01,42,43,20
SBSZ05,WDSZ03,49,49,20
SBSZ05,YSSZ01,69,68,20
SBSZ05,YSSZ02,162,162,20
SBSZ05,YSSZ09,159,159,20
PLSZ04,BDSZ01,80,84,8
PLSZ04,HGSZ02,412,414,8
PLSZ04,HGSZ04,49,49,8
PLSZ04,HGSZ07,575,586,8
PLSZ04,HGSZ08,51,51,8
PLSZ04,HGSZ09,49,50,8
PLSZ04,PLSZ03,134,140,8
PLSZ04,PLSZ04,504,574,8
PLSZ04,PLSZ05,82,86,8
PLSZ04,BDSZ01,63,65,12
PLSZ04,HGSZ01,65,63,12
PLSZ04,HGSZ02,419,443,12
PLSZ04,HGSZ07,556,567,12
PLSZ04,HGSZ08,65,65,12
PLSZ04,HGSZ09,65,65,12
PLSZ04,PLSZ03,146,149,12
PLSZ04,PLSZ04,549,617,12
PLSZ04,PLSZ05,78,80,12
PLSZ04,BDSZ01,42,42,16
PLSZ04,HGSZ01,70,70,16
PLSZ04,HGSZ02,479,506,16
PLSZ04,HGSZ07,431,441,16
PLSZ04,HGSZ08,58,59,16
PLSZ04,PLSZ03,136,143,16
PLSZ04,PLSZ04,571,637,16
PLSZ04,PLSZ05,62,63,16
PLSZ04,BDSZ01,42,42,20
PLSZ04,HGSZ01,65,65,20
PLSZ04,HGSZ02,481,498,20
PLSZ04,HGSZ07,416,424,20
PLSZ04,PGSZ04,42,43,20
PLSZ04,PLSZ03,149,154,20
PLSZ04,PLSZ04,447,501,20
PLSZ04,PLSZ05,82,84,20
BMSZ07,BKSZ09,54,54,8
BMSZ07,BMSZ01,146,144,8
BMSZ07,BMSZ02,149,149,8
BMSZ07,BMSZ03,209,209,8
BMSZ07,BMSZ04,101,101,8
BMSZ07,BMSZ05,47,47,8
BMSZ07,BMSZ07,749,815,8
BMSZ07,BMSZ08,234,234,8
BMSZ07,BMSZ09,155,154,8
BMSZ07,BMSZ10,140,142,8
BMSZ07,BMSZ11,70,72,8
BMSZ07,BMSZ12,69,69,8
BMSZ07,BMSZ13,153,154,8
BMSZ07,BMSZ14,165,163,8
BMSZ07,BMSZ15,72,70,8
BMSZ07,BMSZ16,80,78,8
BMSZ07,BSSZ01,81,81,8
BMSZ07,BTSZ06,42,42,8
BMSZ07,BTSZ07,42,42,8
BMSZ07,BTSZ08,55,55,8
BMSZ07,CKSZ05,41,41,8
BMSZ07,CLSZ04,82,84,8
BMSZ07,CLSZ06,51,51,8
BMSZ07,CLSZ07,46,46,8
BMSZ07,CLSZ08,68,68,8
BMSZ07,GLSZ04,70,69,8
BMSZ07,GLSZ05,46,46,8
BMSZ07,JWSZ03,69,69,8
BMSZ07,JWSZ04,66,65,8
BMSZ07,JWSZ08,85,85,8
BMSZ07,JWSZ09,117,117,8
BMSZ07,ORSZ02,47,47,8
BMSZ07,OTSZ01,50,50,8
BMSZ07,OTSZ03,85,86,8
BMSZ07,QTSZ01,77,77,8
BMSZ07,QTSZ02,62,62,8
BMSZ07,QTSZ04,189,186,8
BMSZ07,QTSZ05,262,257,8
BMSZ07,QTSZ06,354,346,8
BMSZ07,QTSZ07,47,47,8
BMSZ07,QTSZ08,135,135,8
BMSZ07,QTSZ09,40,41,8
BMSZ07,QTSZ10,42,42,8
BMSZ07,QTSZ11,43,45,8
BMSZ07,QTSZ12,101,103,8
BMSZ07,QTSZ13,43,43,8
BMSZ07,QTSZ14,128,131,8
BMSZ07,TNSZ01,41,41,8
BMSZ07,TNSZ02,96,96,8
BMSZ07,TNSZ03,46,47,8
BMSZ07,TNSZ04,69,68,8
BMSZ07,WCSZ01,51,51,8
BMSZ07,BDSZ04,51,51,12
BMSZ07,BKSZ02,47,49,12
BMSZ07,BKSZ05,42,42,12
BMSZ07,BKSZ07,58,58,12
BMSZ07,BKSZ08,45,45,12
BMSZ07,BKSZ09,41,41,12
BMSZ07,BMSZ01,332,336,12
BMSZ07,BMSZ02,211,208,12
BMSZ07,BMSZ03,246,246,12
BMSZ07,BMSZ04,139,136,12
BMSZ07,BMSZ05,59,59,12
BMSZ07,BMSZ07,883,952,12
BMSZ07,BMSZ08,207,209,12
BMSZ07,BMSZ09,301,300,12
BMSZ07,BMSZ10,275,275,12
BMSZ07,BMSZ11,86,86,12
BMSZ07,BMSZ12,58,58,12
BMSZ07,BMSZ13,209,220,12
BMSZ07,BMSZ14,153,151,12
BMSZ07,BMSZ15,92,92,12
BMSZ07,BMSZ16,89,89,12
BMSZ07,BPSZ02,53,54,12
BMSZ07,BPSZ05,62,62,12
BMSZ07,BSSZ01,99,100,12
BMSZ07,BSSZ03,80,80,12
BMSZ07,BTSZ01,92,93,12
BMSZ07,BTSZ07,50,50,12
BMSZ07,BTSZ08,40,41,12
BMSZ07,CHSZ03,50,50,12
BMSZ07,CKSZ02,41,41,12
BMSZ07,CKSZ03,42,42,12
BMSZ07,CLSZ04,113,112,12
BMSZ07,CLSZ06,128,126,12
BMSZ07,CLSZ07,53,53,12
BMSZ07,CLSZ08,70,69,12
BMSZ07,DTSZ01,70,69,12
BMSZ07,DTSZ02,127,126,12
BMSZ07,DTSZ03,51,53,12
BMSZ07,GLSZ04,143,140,12
BMSZ07,GLSZ05,72,70,12
BMSZ07,JESZ01,54,54,12
BMSZ07,JESZ02,57,58,12
BMSZ07,JESZ03,65,63,12
BMSZ07,JESZ05,142,140,12
BMSZ07,JWSZ02,55,55,12
BMSZ07,JWSZ03,103,103,12
BMSZ07,JWSZ04,66,65,12
BMSZ07,JWSZ08,86,86,12
BMSZ07,JWSZ09,112,109,12
BMSZ07,KLSZ01,55,55,12
BMSZ07,KLSZ06,47,49,12
BMSZ07,KLSZ07,45,45,12
BMSZ07,MPSZ03,72,72,12
BMSZ07,MUSZ01,72,70,12
BMSZ07,NTSZ04,55,55,12
BMSZ07,NVSZ01,109,108,12
BMSZ07,NVSZ02,77,77,12
BMSZ07,ORSZ01,50,50,12
BMSZ07,ORSZ02,262,267,12
BMSZ07,ORSZ03,81,81,12
BMSZ07,OTSZ01,112,112,12
BMSZ07,OTSZ02,57,57,12
BMSZ07,OTSZ03,200,203,12
BMSZ07,QTSZ01,116,117,12
BMSZ07,QTSZ02,113,113,12
BMSZ07,QTSZ03,76,76,12
BMSZ07,QTSZ04,230,231,12
BMSZ07,QTSZ05,328,328,12
BMSZ07,QTSZ06,397,401,12
BMSZ07,QTSZ07,68,68,12
BMSZ07,QTSZ08,188,192,12
BMSZ07,QTSZ09,51,51,12
BMSZ07,QTSZ10,109,107,12
BMSZ07,QTSZ11,97,97,12
BMSZ07,QTSZ12,68,66,12
BMSZ07,QTSZ14,184,186,12
BMSZ07,QTSZ15,50,50,12
BMSZ07,RCSZ02,59,59,12
BMSZ07,RCSZ10,100,101,12
BMSZ07,SISZ01,51,53,12
BMSZ07,SRSZ01,101,100,12
BMSZ07,SRSZ02,58,58,12
BMSZ07,TNSZ01,66,66,12
BMSZ07,TNSZ02,119,119,12
BMSZ07,TNSZ03,77,77,12
BMSZ07,TNSZ04,88,89,12
BMSZ07,TPSZ02,111,112,12
BMSZ07,YSSZ09,54,55,12
BMSZ07,BKSZ05,51,53,16
BMSZ07,BKSZ07,43,43,16
BMSZ07,BKSZ08,41,41,16
BMSZ07,BMSZ01,446,435,16
BMSZ07,BMSZ02,227,224,16
BMSZ07,BMSZ03,215,216,16
BMSZ07,BMSZ04,155,157,16
BMSZ07,BMSZ05,50,50,16
BMSZ07,BMSZ06,47,49,16
BMSZ07,BMSZ07,936,1026,16
BMSZ07,BMSZ08,178,186,16
BMSZ07,BMSZ09,263,278,16
BMSZ07,BMSZ10,215,209,16
BMSZ07,BMSZ11,88,86,16
BMSZ07,BMSZ12,78,77,16
BMSZ07,BMSZ13,165,163,16
BMSZ07,BMSZ14,136,138,16
BMSZ07,BMSZ15,78,77,16
BMSZ07,BMSZ16,84,84,16
BMSZ07,BSSZ01,53,53,16
BMSZ07,BSSZ03,47,47,16
BMSZ07,BTSZ01,85,85,16
BMSZ07,BTSZ06,59,59,16
BMSZ07,BTSZ07,50,50,16
BMSZ07,BTSZ08,41,41,16
BMSZ07,CHSZ03,63,63,16
BMSZ07,CKSZ03,50,50,16
BMSZ07,CKSZ05,58,58,16
BMSZ07,CLSZ04,111,111,16
BMSZ07,CLSZ06,158,158,16
BMSZ07,CLSZ07,51,51,16
BMSZ07,CLSZ08,63,63,16
BMSZ07,DTSZ01,85,84,16
BMSZ07,DTSZ02,142,139,16
BMSZ07,DTSZ03,111,109,16
BMSZ07,DTSZ12,42,42,16
BMSZ07,GLSZ04,92,95,16
BMSZ07,GLSZ05,86,85,16
BMSZ07,JESZ03,65,63,16
BMSZ07,JESZ05,112,112,16
BMSZ07,JWSZ03,69,68,16
BMSZ07,JWSZ04,54,55,16
BMSZ07,JWSZ08,80,80,16
BMSZ07,JWSZ09,81,82,16
BMSZ07,KLSZ06,59,61,16
BMSZ07,MPSZ03,46,46,16
BMSZ07,MUSZ01,62,62,16
BMSZ07,NTSZ04,41,42,16
BMSZ07,NVSZ01,59,59,16
BMSZ07,NVSZ02,59,59,16
BMSZ07,ORSZ02,335,336,16
BMSZ07,ORSZ03,151,153,16
BMSZ07,OTSZ01,157,157,16
BMSZ07,OTSZ02,45,46,16
BMSZ07,OTSZ03,204,208,16
BMSZ07,QTSZ01,72,72,16
BMSZ07,QTSZ02,101,101,16
BMSZ07,QTSZ03,46,46,16
BMSZ07,QTSZ04,219,224,16
BMSZ07,QTSZ05,234,238,16
BMSZ07,QTSZ06,386,385,16
BMSZ07,QTSZ07,66,69,16
BMSZ07,QTSZ08,182,185,16
BMSZ07,QTSZ10,85,85,16
BMSZ07,QTSZ11,127,127,16
BMSZ07,QTSZ12,72,72,16
BMSZ07,QTSZ14,162,161,16
BMSZ07,RCSZ02,62,61,16
BMSZ07,RCSZ10,85,84,16
BMSZ07,SISZ01,73,73,16
BMSZ07,SRSZ01,70,70,16
BMSZ07,SRSZ02,47,47,16
BMSZ07,TNSZ01,42,42,16
BMSZ07,TNSZ02,76,76,16
BMSZ07,TNSZ03,69,69,16
BMSZ07,TNSZ04,80,78,16
BMSZ07,TPSZ02,78,80,16
BMSZ07,BMSZ01,320,315,20
BMSZ07,BMSZ02,111,108,20
BMSZ07,BMSZ03,117,115,20
BMSZ07,BMSZ04,72,72,20
BMSZ07,BMSZ05,58,58,20
BMSZ07,BMSZ07,635,675,20
BMSZ07,BMSZ08,99,103,20
BMSZ07,BMSZ09,170,165,20
BMSZ07,BMSZ10,139,138,20
BMSZ07,BMSZ11,47,47,20
BMSZ07,BMSZ12,73,72,20
BMSZ07,BMSZ13,108,108,20
BMSZ07,BMSZ14,111,113,20
BMSZ07,CHSZ03,59,59,20
BMSZ07,CLSZ04,55,55,20
BMSZ07,CLSZ06,49,49,20
BMSZ07,DTSZ01,70,69,20
BMSZ07,DTSZ02,104,103,20
BMSZ07,DTSZ03,76,74,20
BMSZ07,DTSZ12,41,41,20
BMSZ07,GLSZ04,62,61,20
BMSZ07,JESZ05,80,80,20
BMSZ07,KLSZ06,43,43,20
BMSZ07,MUSZ01,42,43,20
BMSZ07,ORSZ02,238,240,20
BMSZ07,ORSZ03,81,82,20
BMSZ07,OTSZ01,72,72,20
BMSZ07,OTSZ03,124,127,20
BMSZ07,QTSZ02,62,62,20
BMSZ07,QTSZ04,119,116,20
BMSZ07,QTSZ05,136,140,20
BMSZ07,QTSZ06,230,231,20
BMSZ07,QTSZ07,51,54,20
BMSZ07,QTSZ08,72,70,20
BMSZ07,QTSZ11,43,43,20
BMSZ07,QTSZ12,57,58,20
BMSZ07,QTSZ14,103,104,20
BMSZ07,RCSZ10,46,46,20
BMSZ07,SISZ01,50,50,20
BMSZ07,SRSZ01,73,72,20
BMSZ07,SRSZ02,76,76,20
BMSZ07,TNSZ02,43,43,20
BMSZ06,BMSZ06,73,76,8
BMSZ06,BMSZ07,41,42,8
BMSZ06,BMSZ08,42,42,8
BMSZ06,QTSZ05,80,78,8
BMSZ06,TNSZ02,58,58,8
BMSZ06,BMSZ06,72,76,12
BMSZ06,BMSZ07,46,49,12
BMSZ06,BMSZ09,53,54,12
BMSZ06,ORSZ02,45,46,12
BMSZ06,QTSZ05,57,61,12
BMSZ06,TNSZ02,68,68,12
BMSZ06,BMSZ02,45,46,16
BMSZ06,BMSZ06,50,57,16
BMSZ06,BMSZ07,41,42,16
BMSZ06,BMSZ09,51,53,16
BMSZ06,ORSZ02,86,88,16
BMSZ06,QTSZ05,72,73,16
BMSZ06,TNSZ02,78,77,16
BMSZ06,BMSZ06,63,68,20
BMSZ06,BMSZ09,46,46,20
BMSZ06,ORSZ02,41,41,20
BMSZ06,QTSZ05,76,78,20
BMSZ06,TNSZ02,57,58,20
GLSZ04,AMSZ01,53,55,8
GLSZ04,AMSZ02,144,146,8
GLSZ04,AMSZ03,189,193,8
GLSZ04,AMSZ04,100,99,8
GLSZ04,AMSZ05,68,68,8
GLSZ04,AMSZ06,85,86,8
GLSZ04,AMSZ08,69,68,8
GLSZ04,AMSZ09,82,81,8
GLSZ04,BDSZ01,622,620,8
GLSZ04,BDSZ02,151,154,8
GLSZ04,BDSZ03,598,599,8
GLSZ04,BDSZ04,1085,1061,8
GLSZ04,BDSZ05,659,663,8
GLSZ04,BDSZ06,506,514,8
GLSZ04,BDSZ07,77,76,8
GLSZ04,BDSZ08,78,81,8
GLSZ04,BKSZ02,78,78,8
GLSZ04,BKSZ05,65,66,8
GLSZ04,BKSZ07,99,97,8
GLSZ04,BKSZ08,40,41,8
GLSZ04,BKSZ09,96,96,8
GLSZ04,BMSZ01,82,82,8
GLSZ04,BMSZ03,51,51,8
GLSZ04,BMSZ04,95,95,8
GLSZ04,BMSZ05,46,47,8
GLSZ04,BMSZ07,103,104,8
GLSZ04,BMSZ08,63,62,8
GLSZ04,BMSZ09,154,155,8
GLSZ04,BMSZ10,93,95,8
GLSZ04,BMSZ13,51,53,8
GLSZ04,BMSZ15,50,51,8
GLSZ04,BMSZ16,113,113,8
GLSZ04,BPSZ01,42,43,8
GLSZ04,BPSZ02,72,70,8
GLSZ04,BPSZ03,66,65,8
GLSZ04,BPSZ04,92,90,8
GLSZ04,BPSZ05,108,107,8
GLSZ04,BSSZ01,200,209,8
GLSZ04,BSSZ02,86,86,8
GLSZ04,BSSZ03,231,230,8
GLSZ04,BTSZ01,115,119,8
GLSZ04,BTSZ02,41,42,8
GLSZ04,BTSZ03,47,47,8
GLSZ04,BTSZ05,43,43,8
GLSZ04,BTSZ06,73,72,8
GLSZ04,BTSZ07,47,49,8
GLSZ04,BTSZ08,41,41,8
GLSZ04,CHSZ03,257,259,8
GLSZ04,CKSZ01,59,59,8
GLSZ04,CKSZ02,59,61,8
GLSZ04,CKSZ03,76,77,8
GLSZ04,CKSZ04,63,62,8
GLSZ04,CKSZ05,88,88,8
GLSZ04,CKSZ06,96,99,8
GLSZ04,CLSZ01,45,45,8
GLSZ04,CLSZ04,132,134,8
GLSZ04,CLSZ06,88,88,8
GLSZ04,CLSZ07,50,50,8
GLSZ04,CLSZ08,62,65,8
GLSZ04,DTSZ01,261,259,8
GLSZ04,DTSZ02,281,281,8
GLSZ04,DTSZ03,77,76,8
GLSZ04,DTSZ08,46,46,8
GLSZ04,DTSZ12,142,139,8
GLSZ04,GLSZ01,427,433,8
GLSZ04,GLSZ02,925,927,8
GLSZ04,GLSZ03,563,570,8
GLSZ04,GLSZ04,5974,6998,8
GLSZ04,GLSZ05,2741,2805,8
GLSZ04,HGSZ01,66,65,8
GLSZ04,HGSZ02,193,188,8
GLSZ04,HGSZ03,115,113,8
GLSZ04,HGSZ04,269,270,8
GLSZ04,HGSZ05,215,217,8
GLSZ04,HGSZ06,73,72,8
GLSZ04,HGSZ07,379,383,8
GLSZ04,HGSZ08,342,350,8
GLSZ04,JESZ01,50,51,8
GLSZ04,JESZ02,68,68,8
GLSZ04,JESZ03,55,55,8
GLSZ04,JESZ05,84,86,8
GLSZ04,JESZ07,112,115,8
GLSZ04,JESZ08,46,46,8
GLSZ04,JWSZ02,77,78,8
GLSZ04,JWSZ03,166,169,8
GLSZ04,JWSZ04,95,97,8
GLSZ04,JWSZ06,89,92,8
GLSZ04,JWSZ08,182,181,8
GLSZ04,JWSZ09,198,203,8
GLSZ04,KLSZ01,441,448,8
GLSZ04,KLSZ02,397,408,8
GLSZ04,KLSZ03,386,379,8
GLSZ04,KLSZ04,184,189,8
GLSZ04,KLSZ05,1018,1030,8
GLSZ04,KLSZ06,366,365,8
GLSZ04,KLSZ07,132,134,8
GLSZ04,KLSZ08,239,238,8
GLSZ04,KLSZ09,290,293,8
GLSZ04,MPSZ01,620,630,8
GLSZ04,MPSZ02,571,574,8
GLSZ04,MPSZ03,755,759,8
GLSZ04,MUSZ01,45,46,8
GLSZ04,NTSZ04,68,66,8
GLSZ04,NVSZ01,254,255,8
GLSZ04,NVSZ02,127,127,8
GLSZ04,ORSZ02,313,324,8
GLSZ04,ORSZ03,63,62,8
GLSZ04,OTSZ01,74,73,8
GLSZ04,OTSZ03,166,169,8
GLSZ04,PGSZ01,120,120,8
GLSZ04,PGSZ02,55,55,8
GLSZ04,PGSZ03,158,157,8
GLSZ04,PGSZ04,230,227,8
GLSZ04,PGSZ05,112,109,8
GLSZ04,PNSZ01,45,45,8
GLSZ04,PRSZ02,207,204,8
GLSZ04,PRSZ03,308,313,8
GLSZ04,PRSZ04,42,42,8
GLSZ04,PRSZ05,339,335,8
GLSZ04,PRSZ06,50,50,8
GLSZ04,PRSZ08,77,77,8
GLSZ04,QTSZ01,43,45,8
GLSZ04,QTSZ02,57,58,8
GLSZ04,QTSZ04,68,66,8
GLSZ04,QTSZ05,77,76,8
GLSZ04,QTSZ06,92,92,8
GLSZ04,QTSZ08,41,41,8
GLSZ04,RCSZ01,161,162,8
GLSZ04,RCSZ02,217,216,8
GLSZ04,RCSZ03,53,54,8
GLSZ04,RCSZ04,72,70,8
GLSZ04,RCSZ05,92,90,8
GLSZ04,RCSZ09,57,58,8
GLSZ04,RCSZ10,165,163,8
GLSZ04,RVSZ05,46,46,8
GLSZ04,SBSZ03,109,107,8
GLSZ04,SBSZ04,113,113,8
GLSZ04,SBSZ08,113,111,8
GLSZ04,SBSZ09,53,53,8
GLSZ04,SESZ02,208,208,8
GLSZ04,SESZ03,348,338,8
GLSZ04,SESZ04,166,163,8
GLSZ04,SESZ05,84,85,8
GLSZ04,SESZ06,151,153,8
GLSZ04,SGSZ01,90,90,8
GLSZ04,SGSZ03,89,88,8
GLSZ04,SGSZ04,246,248,8
GLSZ04,SGSZ05,77,77,8
GLSZ04,SGSZ06,413,420,8
GLSZ04,SGSZ07,167,169,8
GLSZ04,SISZ01,72,74,8
GLSZ04,SKSZ01,140,139,8
GLSZ04,SKSZ03,73,73,8
GLSZ04,SKSZ04,41,41,8
GLSZ04,SLSZ03,58,58,8
GLSZ04,SMSZ01,50,53,8
GLSZ04,TMSZ01,53,54,8
GLSZ04,TMSZ02,825,819,8
GLSZ04,TMSZ03,477,474,8
GLSZ04,TMSZ04,494,501,8
GLSZ04,TMSZ05,92,90,8
GLSZ04,TNSZ01,72,70,8
GLSZ04,TNSZ02,49,49,8
GLSZ04,TNSZ04,80,78,8
GLSZ04,TPSZ01,93,95,8
GLSZ04,TPSZ02,248,257,8
GLSZ04,TPSZ03,82,81,8
GLSZ04,TPSZ04,49,49,8
GLSZ04,TPSZ05,77,76,8
GLSZ04,TPSZ06,80,80,8
GLSZ04,TPSZ09,126,130,8
GLSZ04,TPSZ12,311,316,8
GLSZ04,TSSZ02,62,61,8
GLSZ04,TSSZ05,62,61,8
GLSZ04,TSSZ06,78,78,8
GLSZ04,WCSZ01,119,117,8
GLSZ04,WDSZ02,69,68,8
GLSZ04,WDSZ03,235,236,8
GLSZ04,WDSZ04,69,70,8
GLSZ04,WDSZ05,81,81,8
GLSZ04,WDSZ06,78,78,8
GLSZ04,WDSZ08,49,50,8
GLSZ04,WDSZ09,76,76,8
GLSZ04,YSSZ02,112,115,8
GLSZ04,YSSZ03,111,108,8
GLSZ04,YSSZ04,166,165,8
GLSZ04,YSSZ08,41,42,8
GLSZ04,YSSZ09,171,171,8
GLSZ04,AMSZ01,74,76,12
GLSZ04,AMSZ02,149,146,12
GLSZ04,AMSZ03,149,153,12
GLSZ04,AMSZ04,89,89,12
GLSZ04,AMSZ05,42,43,12
GLSZ04,AMSZ06,65,65,12
GLSZ04,AMSZ08,59,59,12
GLSZ04,AMSZ09,58,58,12
GLSZ04,BDSZ01,477,470,12
GLSZ04,BDSZ02,123,124,12
GLSZ04,BDSZ03,559,563,12
GLSZ04,BDSZ04,1030,1046,12
GLSZ04,BDSZ05,558,537,12
GLSZ04,BDSZ06,412,419,12
GLSZ04,BDSZ07,68,68,12
GLSZ04,BDSZ08,43,43,12
GLSZ04,BKSZ02,70,70,12
GLSZ04,BKSZ07,77,78,12
GLSZ04,BKSZ08,42,43,12
GLSZ04,BKSZ09,54,54,12
GLSZ04,BMSZ01,228,230,12
GLSZ04,BMSZ03,63,63,12
GLSZ04,BMSZ04,84,82,12
GLSZ04,BMSZ05,99,97,12
GLSZ04,BMSZ07,97,99,12
GLSZ04,BMSZ08,66,66,12
GLSZ04,BMSZ09,119,119,12
GLSZ04,BMSZ10,124,123,12
GLSZ04,BMSZ11,43,43,12
GLSZ04,BMSZ13,85,85,12
GLSZ04,BMSZ16,120,122,12
GLSZ04,BPSZ04,68,68,12
GLSZ04,BPSZ05,84,84,12
GLSZ04,BSSZ01,193,196,12
GLSZ04,BSSZ02,76,74,12
GLSZ04,BSSZ03,247,251,12
GLSZ04,BTSZ01,77,77,12
GLSZ04,BTSZ02,42,42,12
GLSZ04,CHSZ03,348,352,12
GLSZ04,CKSZ01,46,46,12
GLSZ04,CKSZ02,55,57,12
GLSZ04,CKSZ03,57,57,12
GLSZ04,CKSZ04,50,51,12
GLSZ04,CKSZ05,42,42,12
GLSZ04,CKSZ06,69,68,12
GLSZ04,CLSZ01,41,41,12
GLSZ04,CLSZ04,103,103,12
GLSZ04,CLSZ06,115,113,12
GLSZ04,CLSZ07,43,45,12
GLSZ04,CLSZ08,45,46,12
GLSZ04,DTSZ01,679,698,12
GLSZ04,DTSZ02,691,684,12
GLSZ04,DTSZ03,419,412,12
GLSZ04,DTSZ05,63,65,12
GLSZ04,DTSZ06,51,51,12
GLSZ04,DTSZ08,96,95,12
GLSZ04,DTSZ09,84,82,12
GLSZ04,DTSZ12,236,235,12
GLSZ04,GLSZ01,409,417,12
GLSZ04,GLSZ02,763,782,12
GLSZ04,GLSZ03,598,594,12
GLSZ04,GLSZ04,7110,7899,12
GLSZ04,GLSZ05,3915,3780,12
GLSZ04,HGSZ01,86,85,12
GLSZ04,HGSZ02,117,115,12
GLSZ04,HGSZ03,88,86,12
GLSZ04,HGSZ04,184,186,12
GLSZ04,HGSZ05,146,150,12
GLSZ04,HGSZ06,47,47,12
GLSZ04,HGSZ07,393,398,12
GLSZ04,HGSZ08,308,308,12
GLSZ04,JESZ01,46,47,12
GLSZ04,JESZ02,53,53,12
GLSZ04,JESZ03,69,69,12
GLSZ04,JESZ05,119,116,12
GLSZ04,JESZ07,50,50,12
GLSZ04,JWSZ02,74,74,12
GLSZ04,JWSZ03,93,92,12
GLSZ04,JWSZ04,93,92,12
GLSZ04,JWSZ06,82,82,12
GLSZ04,JWSZ08,140,140,12
GLSZ04,JWSZ09,238,240,12
GLSZ04,KLSZ01,428,423,12
GLSZ04,KLSZ02,446,448,12
GLSZ04,KLSZ03,517,512,12
GLSZ04,KLSZ04,281,281,12
GLSZ04,KLSZ05,1234,1246,12
GLSZ04,KLSZ06,622,637,12
GLSZ04,KLSZ07,178,177,12
GLSZ04,KLSZ08,385,389,12
GLSZ04,KLSZ09,510,509,12
GLSZ04,MPSZ01,541,541,12
GLSZ04,MPSZ02,772,802,12
GLSZ04,MPSZ03,1048,1065,12
GLSZ04,MUSZ01,177,176,12
GLSZ04,MUSZ02,41,41,12
GLSZ04,MUSZ03,43,43,12
GLSZ04,NTSZ04,93,92,12
GLSZ04,NVSZ01,367,358,12
GLSZ04,NVSZ02,178,180,12
GLSZ04,NVSZ03,40,41,12
GLSZ04,ORSZ02,999,992,12
GLSZ04,ORSZ03,239,239,12
GLSZ04,OTSZ01,219,217,12
GLSZ04,OTSZ02,174,173,12
GLSZ04,OTSZ03,382,379,12
GLSZ04,OTSZ04,100,100,12
GLSZ04,PGSZ02,72,72,12
GLSZ04,PGSZ03,146,144,12
GLSZ04,PGSZ04,193,200,12
GLSZ04,PGSZ05,78,78,12
GLSZ04,PNSZ01,42,42,12
GLSZ04,PRSZ02,135,132,12
GLSZ04,PRSZ03,315,308,12
GLSZ04,PRSZ05,236,231,12
GLSZ04,PRSZ08,57,57,12
GLSZ04,QTSZ02,57,59,12
GLSZ04,QTSZ04,72,72,12
GLSZ04,QTSZ05,58,58,12
GLSZ04,QTSZ06,104,103,12
GLSZ04,QTSZ08,65,69,12
GLSZ04,QTSZ15,40,41,12
GLSZ04,RCSZ01,290,288,12
GLSZ04,RCSZ02,427,421,12
GLSZ04,RCSZ03,113,111,12
GLSZ04,RCSZ04,174,171,12
GLSZ04,RCSZ05,146,147,12
GLSZ04,RCSZ09,115,113,12
GLSZ04,RCSZ10,581,582,12
GLSZ04,SBSZ03,81,81,12
GLSZ04,SBSZ04,51,53,12
GLSZ04,SBSZ09,53,53,12
GLSZ04,SESZ02,198,196,12
GLSZ04,SESZ03,238,240,12
GLSZ04,SESZ04,97,96,12
GLSZ04,SESZ05,55,57,12
GLSZ04,SESZ06,143,143,12
GLSZ04,SGSZ01,63,66,12
GLSZ04,SGSZ03,80,81,12
GLSZ04,SGSZ04,150,151,12
GLSZ04,SGSZ05,55,55,12
GLSZ04,SGSZ06,452,459,12
GLSZ04,SGSZ07,123,123,12
GLSZ04,SISZ01,116,123,12
GLSZ04,SKSZ01,70,69,12
GLSZ04,SLSZ03,42,42,12
GLSZ04,SRSZ01,62,61,12
GLSZ04,SRSZ02,124,122,12
GLSZ04,SRSZ03,65,66,12
GLSZ04,SVSZ01,66,66,12
